| name                         | title                        | level | facing   | categories      | description                                                                                                                                                                                                                                                 | detail                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | remediation                                                                                      | metadata                                                                                                                                                                    | cache_key                                                                                                                                |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.sustainability_tasks\` has a row level security policy \`Authenticated users can delete tasks\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                   | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"sustainability_tasks","type":"table","schema":"public"}                                                                                                            | auth_rls_init_plan_public_sustainability_tasks_Authenticated users can delete tasks                                                      |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.organization_upgrade_requests\` has a row level security policy \`Users can view their own upgrade requests\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                     | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"organization_upgrade_requests","type":"table","schema":"public"}                                                                                                   | auth_rls_init_plan_public_organization_upgrade_requests_Users can view their own upgrade requests                                        |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.forums\` has a row level security policy \`Users can create forums\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                                              | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"forums","type":"table","schema":"public"}                                                                                                                          | auth_rls_init_plan_public_forums_Users can create forums                                                                                 |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.user_task_completions\` has a row level security policy \`Users can insert their own task completions\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                           | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"user_task_completions","type":"table","schema":"public"}                                                                                                           | auth_rls_init_plan_public_user_task_completions_Users can insert their own task completions                                              |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.user_task_completions\` has a row level security policy \`Users can update their own task completions\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                           | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"user_task_completions","type":"table","schema":"public"}                                                                                                           | auth_rls_init_plan_public_user_task_completions_Users can update their own task completions                                              |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.organization_upgrade_requests\` has a row level security policy \`Users can create their own upgrade requests\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                   | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"organization_upgrade_requests","type":"table","schema":"public"}                                                                                                   | auth_rls_init_plan_public_organization_upgrade_requests_Users can create their own upgrade requests                                      |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.organization_upgrade_requests\` has a row level security policy \`Users can update their own pending requests\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                   | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"organization_upgrade_requests","type":"table","schema":"public"}                                                                                                   | auth_rls_init_plan_public_organization_upgrade_requests_Users can update their own pending requests                                      |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.invites\` has a row level security policy \`Authenticated users can accept invites\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                              | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"invites","type":"table","schema":"public"}                                                                                                                         | auth_rls_init_plan_public_invites_Authenticated users can accept invites                                                                 |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.collections\` has a row level security policy \`Users can view own collections\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"collections","type":"table","schema":"public"}                                                                                                                     | auth_rls_init_plan_public_collections_Users can view own collections                                                                     |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.collections\` has a row level security policy \`Users can insert their own collections\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                          | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"collections","type":"table","schema":"public"}                                                                                                                     | auth_rls_init_plan_public_collections_Users can insert their own collections                                                             |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.collections\` has a row level security policy \`Users can update own collections\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                                | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"collections","type":"table","schema":"public"}                                                                                                                     | auth_rls_init_plan_public_collections_Users can update own collections                                                                   |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.collections\` has a row level security policy \`Users can delete own collections\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                                | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"collections","type":"table","schema":"public"}                                                                                                                     | auth_rls_init_plan_public_collections_Users can delete own collections                                                                   |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.comments\` has a row level security policy \`Users can insert their own comments\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                                | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"comments","type":"table","schema":"public"}                                                                                                                        | auth_rls_init_plan_public_comments_Users can insert their own comments                                                                   |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.comments\` has a row level security policy \`Users can update own comments\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                                      | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"comments","type":"table","schema":"public"}                                                                                                                        | auth_rls_init_plan_public_comments_Users can update own comments                                                                         |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.comments\` has a row level security policy \`Users can delete own comments\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                                      | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"comments","type":"table","schema":"public"}                                                                                                                        | auth_rls_init_plan_public_comments_Users can delete own comments                                                                         |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.organization_documents\` has a row level security policy \`Users can view documents for their upgrade requests\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                  | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"organization_documents","type":"table","schema":"public"}                                                                                                          | auth_rls_init_plan_public_organization_documents_Users can view documents for their upgrade requests                                     |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.organization_documents\` has a row level security policy \`Users can upload documents for their upgrade requests\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"organization_documents","type":"table","schema":"public"}                                                                                                          | auth_rls_init_plan_public_organization_documents_Users can upload documents for their upgrade requests                                   |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.marketplace_products\` has a row level security policy \`Organizations can manage their own products\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                            | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"marketplace_products","type":"table","schema":"public"}                                                                                                            | auth_rls_init_plan_public_marketplace_products_Organizations can manage their own products                                               |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.bookmarks\` has a row level security policy \`Users can update own bookmarks\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                                    | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"bookmarks","type":"table","schema":"public"}                                                                                                                       | auth_rls_init_plan_public_bookmarks_Users can update own bookmarks                                                                       |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.referrals\` has a row level security policy \`Users can view referrals they are involved in\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                     | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"referrals","type":"table","schema":"public"}                                                                                                                       | auth_rls_init_plan_public_referrals_Users can view referrals they are involved in                                                        |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.referrals\` has a row level security policy \`Users can insert referrals for themselves\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                         | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"referrals","type":"table","schema":"public"}                                                                                                                       | auth_rls_init_plan_public_referrals_Users can insert referrals for themselves                                                            |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.referrals\` has a row level security policy \`Users can update referrals they are involved in\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                   | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"referrals","type":"table","schema":"public"}                                                                                                                       | auth_rls_init_plan_public_referrals_Users can update referrals they are involved in                                                      |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.organization_badges\` has a row level security policy \`Organizations can view their own badges\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                 | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"organization_badges","type":"table","schema":"public"}                                                                                                             | auth_rls_init_plan_public_organization_badges_Organizations can view their own badges                                                    |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.profiles\` has a row level security policy \`Users can update own profile\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                                                       | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"profiles","type":"table","schema":"public"}                                                                                                                        | auth_rls_init_plan_public_profiles_Users can update own profile                                                                          |
